url,Perfume,Brand,Country,Gender,Rating Value,Rating Count,Year,Top,Middle,Base,Perfumer1,Perfumer2,mainaccord1,mainaccord2,mainaccord3,mainaccord4,mainaccord5,Lifecycle_Status
https://www.fragrantica.com/perfume/diesel/only-the-brave-5532.html,only-the-brave,diesel,Italy,men,"3,88",2914,2009.0,"amalfi lemon, mandarin orange","violet, virginia cedar, coriander","amber, leather, benzoin, french labdanum, styrax",unknown,,amber,citrus,leather,woody,powdery,Active
https://www.fragrantica.com/perfume/ariana-grande/god-is-a-woman-68664.html,god-is-a-woman,ariana-grande,USA,women,"3,89",2470,2021.0,"pear, ambrette (musk mallow)","orris, turkish rose","madagascar vanilla, sandalwood",jérôme epinette,,fruity,sweet,powdery,vanilla,aquatic,Active
https://www.fragrantica.com/perfume/chopard/casmir-348.html,casmir,chopard,Switzerland,women,"3,89",6858,1992.0,"peach, coconut, mango, bergamot, fruits","geranium, jasmine, floral notes, lily-of-the-valley","vanilla, amber, sandalwood, musk, patchouli, woodsy notes",michel almairac,,vanilla,powdery,sweet,fruity,woody,Active
https://www.fragrantica.com/perfume/givenchy/amarige-3.html,amarige,givenchy,France,women,"3,89",8324,1991.0,"orange blossom, peach, plum, neroli, brazilian rosewood, mandarin orange, violet","tuberose, mimosa, gardenia, ylang-ylang, jasmine, black locust, carnation, red berries, black currant, rose, cassia, orchid","sandalwood, amber, woody notes, vanilla, musk, tonka bean, cedar",dominique ropion,,white floral,sweet,yellow floral,woody,powdery,Active
https://www.fragrantica.com/perfume/givenchy/very-irresistible-33.html,very-irresistible,givenchy,France,women,"3,89",6198,2003.0,"cassia, lemon verbena, star anise","rose, peony, magnolia","taif rose, musk, vanilla, patchouli",unknown,,rose,floral,fresh,citrus,aromatic,Active
https://www.fragrantica.com/perfume/jo-malone-london/peony-blush-suede-18767.html,peony-blush-suede,jo-malone-london,UK,women,"3,89",4650,2013.0,red apple,"peony, rose, carnation, jasmine",suede,christine nagel,,floral,rose,fresh,leather,fruity,Active
https://www.fragrantica.com/perfume/narciso-rodriguez/narciso-eau-de-parfum-ambree-60867.html,narciso-eau-de-parfum-ambree,narciso-rodriguez,USA,women,"3,89",2824,2020.0,"frangipani, ylang-ylang, white flowers","musk, amber","cashmeran, vanilla, cedar",aure?lien guichard,,musky,powdery,floral,woody,amber,Active
https://www.fragrantica.com/perfume/nina-ricci/nina-l-elixir-9221.html,nina-l-elixir,nina-ricci,France,women,"3,89",2397,2010.0,"amalfi lemon, caipirinha","red berries, jasmine, candy apple","musk, cedar, amber",olivier cresp,,fruity,sweet,fresh,citrus,musky,Active
https://www.fragrantica.com/perfume/paco-rabanne/ultraviolet-519.html,ultraviolet,paco-rabanne,Spain,women,"3,89",5396,1999.0,"pepper, orange pepper, pimento, apricot, coriander, fresh almond, brazilian rosewood","violet, japanese osmanthus, rose, jasmine","vanilla, amber, patchouli, cedar",jacques cavallier,,violet,powdery,warm spicy,floral,fruity,Active
https://www.fragrantica.com/perfume/van-cleef-arpels/feerie-4077.html,feerie,van-cleef-arpels,France,women,"3,89",2763,2008.0,"violet, black currant, red berries, italian mandarin","bulgarian rose, egyptian jasmine","iris, vetiver",antoine maisondieu,,fruity,violet,powdery,floral,woody,Active
https://www.fragrantica.com/perfume/donna-karan/dkny-women-504.html,dkny-women,donna-karan,USA,women,"3,89",2911,1999.0,"tomato leaf, orange, mandarin orange, apricot","cassia, water lily, yellow water lily, yellow narcissus, jasmine, heliotrope, ylang-ylang, orchid, rose","birch, suede, sandalwood, patchouli, amber",unknown,,citrus,aromatic,green,fresh spicy,woody,Active
https://www.fragrantica.com/perfume/armaf/tag-her-27679.html,tag-her,armaf,UAE,women,"3,9",247,,"bergamot, neroli, pink pepper","orange blossom, jasmine, honeysuckle, rose, iris","vanilla, musk, caramel, labdanum",unknown,,citrus,white floral,musky,sweet,powdery,Active
https://www.fragrantica.com/perfume/azzaro/azzaro-pour-homme-829.html,azzaro-pour-homme,azzaro,France,men,"3,9",5855,1978.0,"lavender, lemon, caraway, basil, bergamot, clary sage, iris, star anise","vetiver, sandalwood, patchouli, cedar, juniper berries, cardamom","oakmoss, leather, amber, musk, tonka bean",gerard anthony,richard wirtz,aromatic,woody,fresh spicy,earthy,lavender,Active
https://www.fragrantica.com/perfume/burberry/burberry-her-51694.html,burberry-her,burberry,UK,women,"3,9",10171,2018.0,"strawberry, raspberry, blackberry, sour cherry, black currant, mandarin orange, lemon","violet, jasmine","musk, vanilla, cashmeran, woody notes, amber, oakmoss, patchouli",francis kurkdjian,,fruity,sweet,woody,musky,powdery,Active
https://www.fragrantica.com/perfume/calvin-klein/forbidden-euphoria-12815.html,forbidden-euphoria,calvin-klein,USA,women,"3,9",2597,2011.0,"raspberry, peach blossom, mandarin orange","orchid, peony, jasmine","patchouli, cashmere wood, musk",unknown,,fruity,floral,sweet,woody,musky,Active
https://www.fragrantica.com/perfume/chloe/l-eau-de-chloe-14000.html,l-eau-de-chloe,chloe,France,women,"3,9",3587,2012.0,"citron, grapefruit, bergamot, aldehydes, peach","rose, rose water, violet, peony, lily-of-the-valley, freesia, magnolia, jasmine","patchouli, cedar, oakmoss, white musk, amber, labdanum",michel almairac,,citrus,rose,woody,patchouli,floral,Active
https://www.fragrantica.com/perfume/giorgio-armani/acqua-di-gioia-8442.html,acqua-di-gioia,giorgio-armani,Italy,women,"3,9",14643,2010.0,"amalfi lemon, mint",water jasmine,"virginia cedar, brown sugar, french labdanum",unknown,,aromatic,citrus,green,white floral,fresh spicy,Active
https://www.fragrantica.com/perfume/amouage/guidance-78656.html,guidance,amouage,Oman,unisex,"3,9",2892,2023.0,"pear, hazelnut, olibanum","osmanthus, rose, saffron, jasmine sambac","sandalwood, vanilla, akigalawood, ambergris, labdanum",quentin bisch,,woody,amber,fruity,warm spicy,sweet,Active
https://www.fragrantica.com/perfume/gucci/flora-gorgeous-gardenia-68578.html,flora-gorgeous-gardenia,gucci,Italy,women,"3,9",4004,2021.0,"pear blossom, red berries, italian mandarin","gardenia, jasmine, frangipani","brown sugar, patchouli",honorine blanc,,white floral,floral,sweet,fruity,patchouli,Active
https://www.fragrantica.com/perfume/gucci/gucci-guilty-9677.html,gucci-guilty,gucci,Italy,women,"3,9",9402,2010.0,"pink pepper, mandarin orange, bergamot","lilac, peach, geranium, jasmine, black currant","patchouli, amber, white musk, vanilla",aure?lien guichard,,floral,soft spicy,fruity,sweet,patchouli,Active
https://www.fragrantica.com/perfume/hugo-boss/boss-woman-381.html,boss-woman,hugo-boss,Germany,women,"3,9",2779,2000.0,"mango, mandarin orange","freesia, violet root","white cedar extract, sandalwood",sophie labbé,,floral,woody,tropical,fruity,powdery,Active
https://www.fragrantica.com/perfume/paco-rabanne/olympea-legend-54324.html,olympea-legend,paco-rabanne,Spain,women,"3,9",2505,2019.0,"plum, apricot, sea salt","floral notes, ginger flower","vanilla, tonka bean, amber, sand",loc dong,,vanilla,fruity,sweet,amber,powdery,Active
https://www.fragrantica.com/perfume/paco-rabanne/pure-xs-46038.html,pure-xs,paco-rabanne,Spain,men,"3,9",2866,2017.0,"ginger, thyme, grapefruit, bergamot, green accord","vanilla, liquor, cinnamon, leather, apple","myrrh, sugar, cedar, woody notes, cashmeran, patchouli",unknown,,warm spicy,vanilla,sweet,amber,woody,Active
https://www.fragrantica.com/perfume/versace/bright-crystal-absolu-21547.html,bright-crystal-absolu,versace,Italy,women,"3,9",4009,2013.0,"pomegranate, yuzu, water notes","peony, raspberry, lotus, magnolia","musk, mahogany, amber",alberto morillas,,floral,fruity,fresh,sweet,woody,Active
https://www.fragrantica.com/perfume/yves-saint-laurent/opium-eau-de-parfum-2009-7399.html,opium-eau-de-parfum-2009,yves-saint-laurent,France,women,"3,9",6778,2009.0,"mandarin orange, bergamot, lily-of-the-valley","myrhh, jasmine","opoponax, amber, patchouli, vanille",unknown,,amber,balsamic,sweet,warm spicy,citrus,Active
https://www.fragrantica.com/perfume/paris-hilton/can-can-1202.html,can-can,paris-hilton,USA,women,"3,9",2533,2007.0,"nectarine, black currant, clementine","wild orchid, orange blossom","amber, musk, woodsy notes",jean claude delville,,fruity,sweet,amber,powdery,citrus,Active
https://www.fragrantica.com/perfume/ted-lapidus/lapidus-pour-homme-5943.html,lapidus-pour-homme,ted-lapidus,France,men,"3,9",2650,1987.0,"pineapple, lavender, artemisia, juniper berries, lemon, basil, bergamot","honey, incense, pine tree, rose, brazilian rosewood, jasmine, caraway, orris root, lily-of-the-valley, petitgrain","tobacco, patchouli, oakmoss, musk, amber, sandalwood, tonka bean, cedar",martin gras,,woody,sweet,aromatic,amber,honey,Active
https://www.fragrantica.com/perfume/ariana-grande/r-e-m-62578.html,r-e-m,ariana-grande,USA,women,"3,91",2714,2020.0,"zefir, caramel, salt, fig, quince","lavender, pear blossom","musk, tonka bean, sandalwood",clement gavarry,dora baghriche,sweet,lavender,powdery,caramel,fruity,Active
https://www.fragrantica.com/perfume/carolina-herrera/good-girl-39681.html,good-girl,carolina-herrera,USA,women,"3,91",17361,2016.0,"almond, coffee, bergamot, lemon","tuberose, jasmine sambac, orange blossom, orris, bulgarian rose","tonka bean, cacao, vanilla, praline, sandalwood, musk, amber, cashmere wood, cinnamon, patchouli, cedar",louise turner,quentin bisch,sweet,white floral,warm spicy,vanilla,cacao,Active
https://www.fragrantica.com/perfume/guerlain/la-petite-robe-noire-intense-39157.html,la-petite-robe-noire-intense,guerlain,France,women,"3,91",2620,2016.0,"cotton candy, blueberry, raspberry, cassis, bergamot","bulgarian rose, jasmine, orange blossom","vanilla, patchouli, sandalwood, white musk",thierry wasser,,sweet,fruity,woody,caramel,powdery,Active
https://www.fragrantica.com/perfume/guerlain/champs-elysees-eau-de-parfum-67312.html,champs-elysees-eau-de-parfum,guerlain,France,women,"3,91",223,2021.0,"mimosa leaves, rose petals","mimosa, buddleia, cassis","almond tree, woody notes, vanilla, hibiscus seed",unknown,,floral,yellow floral,woody,powdery,green,Active
https://www.fragrantica.com/perfume/hugo-boss/femme-821.html,femme,hugo-boss,Germany,women,"3,91",4209,2006.0,"freesia, tangerine, black currant","bulgarian rose, lily, jasmine","lemon tree, apricot, amber",unknown,,floral,white floral,citrus,rose,fruity,Active
https://www.fragrantica.com/perfume/hugo-boss/hugo-woman-380.html,hugo-woman,hugo-boss,Germany,women,"3,91",2878,1997.0,"granny smith apple, melon, peach, cyclamen, cassis, oak moss, papaya","water hyacinth, lily, jasmine, orris root","virginia cedar, orchid, sandalwood, vanille, resin, amber",ursula wandel,,fruity,floral,fresh,aquatic,woody,Active
https://www.fragrantica.com/perfume/nina-ricci/premier-jour-520.html,premier-jour,nina-ricci,France,women,"3,91",5974,2001.0,"sweet pea, mandarin orange","gardenia, orchid","musk, sandalwood, woodsy notes, vanilla",unknown,,floral,sweet,woody,white floral,powdery,Active
https://www.fragrantica.com/perfume/paco-rabanne/black-xs-for-her-1138.html,black-xs-for-her,paco-rabanne,Spain,women,"3,91",9020,2007.0,"cranberry, pink pepper, tamarind","cacao, rose, black violet","vanilla, patchouli, massoia wood",emilie bevierre-coppermann,mark buxton,warm spicy,cacao,vanilla,fruity,sweet,Active
https://www.fragrantica.com/perfume/tom-ford/black-orchid-1018.html,black-orchid,tom-ford,USA,women,"3,91",26053,2006.0,"truffle, gardenia, black currant, ylang-ylang, jasmine, bergamot, mandarin orange, amalfi lemon","orchid, spices, gardenia, fruity notes, ylang-ylang, jasmine, lotus","mexican chocolate, patchouli, vanille, incense, amber, sandalwood, vetiver, white musk",david apel,pierre negrin,warm spicy,earthy,woody,sweet,amber,Active
https://www.fragrantica.com/perfume/diesel/fuel-for-life-homme-1605.html,fuel-for-life-homme,diesel,Italy,men,"3,91",3104,2007.0,"anise, grapefruit","raspberry, lavender","woodsy notes, heliotrope",annick menardo,jacques cavallier,fruity,sweet,anis,lavender,soft spicy,Active
https://www.fragrantica.com/perfume/laura-biagiotti/laura-630.html,laura,laura-biagiotti,Italy,women,"3,91",2499,1994.0,"peach, watermelon, litchi, green notes, plum, bergamot, brazilian rosewood","freesia, cyclamen, lily-of-the-valley, violet, orchid, jasmine, rose","musk, vanilla, sandalwood, cedar, amber, vetiver",anne flipo,,fruity,floral,powdery,aquatic,fresh,Active
https://www.fragrantica.com/perfume/dolce-gabbana/light-blue-pour-homme-1068.html,light-blue-pour-homme,dolce-gabbana,Italy,men,"3,92",6384,2007.0,"grapefruit, bergamot, sicilian mandarin, juniper","pepper, rosemary, brazilian rosewood","musk, incense, oakmoss",unknown,,citrus,fresh spicy,aromatic,woody,,Active
https://www.fragrantica.com/perfume/gucci/gucci-rush-2-687.html,gucci-rush-2,gucci,Italy,women,"3,92",3853,2001.0,"freesia, lily-of-the-valley, rose","palm tree, narcissus, lily, gardenia","black currant, musk, oakmoss",michel almairac,,green,white floral,floral,fruity,fresh,Active
https://www.fragrantica.com/perfume/jean-paul-gaultier/classique-427.html,classique,jean-paul-gaultier,France,women,"3,92",11424,1993.0,"orange blossom, star anise, rose, mandarin orange, pear, bergamot","ylang-ylang, ginger, orchid, iris, tuberose, plum","vanilla, amber, musk, cinnamon, sandalwood",jacques cavallier,,white floral,sweet,powdery,citrus,vanilla,Active
https://www.fragrantica.com/perfume/kenzo/kenzo-jungle-l-elephant-70.html,kenzo-jungle-l-elephant,kenzo,France,women,"3,92",12423,1996.0,"cloves, cumin, mandarin orange","cardamom, caraway, licorice, mango, ylang-ylang, heliotrope, gardenia","vanilla, amber, patchouli",dominique ropion,,warm spicy,fresh spicy,vanilla,sweet,aromatic,Active
https://www.fragrantica.com/perfume/moschino/cheap-chic-i-love-love-728.html,cheap-chic-i-love-love,moschino,Italy,women,"3,92",11967,2004.0,"grapefruit, orange, lemon, red currant","sugar cane, bulrush, lily-of-the-valley, tea rose, cinnamon","musk, cedar, thanaka wood",olivier cresp,,citrus,sweet,aromatic,,,Active
https://www.fragrantica.com/perfume/parfums-de-marly/oriana-69117.html,oriana,parfums-de-marly,France,women,"3,92",3045,2021.0,"mandarin orange, bergamot, grapefruit","orange blossom, raspberry, black currant","whipped cream, marshamallow, musk, ambrette (musk mallow)",hamid merati-kashani,nathalie lorson,sweet,citrus,fruity,powdery,white floral,Active
https://www.fragrantica.com/perfume/salvador-dali/dali-parfum-de-toilette-765.html,dali-parfum-de-toilette,salvador-dali,Spain,women,"3,92",4862,1985.0,"aldehydes, incense, clove, fruity notes, basil, green notes, bergamot, mandarin orange","narcissus, lily, jasmine, tuberose, mimosa, orris root, lily-of-the-valley, rose, orange blossom","benzoin, myrrh, amber, sandalwood, oakmoss, vanilla, cedar, musk, patchouli",alberto morillas,,amber,warm spicy,white floral,woody,balsamic,Active
https://www.fragrantica.com/perfume/versace/crystal-noir-631.html,crystal-noir,versace,Italy,women,"3,92",21063,2004.0,"pepper, ginger, cardamom","coconut, gardenia, orange blossom, peony","sandalwood, musk, amber",antoine lie,,warm spicy,white floral,coconut,fresh spicy,lactonic,Active
https://www.fragrantica.com/perfume/viktor-rolf/flowerbomb-1460.html,flowerbomb,viktor-rolf,Netherlands,women,"3,92",17964,2005.0,"tea, bergamot, osmanthus","orchid, jasmine, rose, freesia, african orange flower","patchouli, musk, vanilla",unknown,,floral,patchouli,white floral,woody,citrus,Active
https://www.fragrantica.com/perfume/yves-saint-laurent/rive-gauche-96.html,rive-gauche,yves-saint-laurent,France,women,"3,92",4114,1971.0,"aldehydes, green notes, honeysuckle, bergamot, peach, lemon","rose, iris, geranium, ylang-ylang, lily-of-the-valley, jasmine, magnolia, gardenia","oakmoss, tahitian vetiver, musk, sandalwood, tonka bean, amber",unknown,,aldehydic,white floral,woody,earthy,fresh,Active
https://www.fragrantica.com/perfume/dana/tabu-1104.html,tabu,dana,USA,women,"3,92",3421,1932.0,"spices, orange, coriander, neroli, bergamot","cloves, ylang-ylang, jasmine, rose, narcissus","amber, civet, benzoin, sandalwood, patchouli, musk, oakmoss, vetiver, cedar",jean carles,,warm spicy,amber,woody,musky,powdery,Active
https://www.fragrantica.com/perfume/donna-karan/dkny-be-delicious-fresh-blossom-5609.html,dkny-be-delicious-fresh-blossom,donna-karan,USA,women,"3,92",4315,2009.0,"grapefruit, apricot, cassis","rose, lily-of-the-valley, jasmine","red apple, woodsy notes",unknown,,fruity,white floral,rose,fresh,citrus,Active
https://www.fragrantica.com/perfume/azzaro/chrome-788.html,chrome,azzaro,France,men,"3,93",6513,1996.0,"lemon, rosemary, bergamot, neroli, pineapple","jasmine, oakmoss, cyclamen, coriander","musk, oakmoss, cedar, sandalwood, cardamom, brazilian rosewood, tonka bean",gerard haury,,citrus,aromatic,woody,fresh spicy,white floral,Active
https://www.fragrantica.com/perfume/britney-spears/fantasy-600.html,fantasy,britney-spears,USA,women,"3,93",13832,2005.0,"kiwi, red litchi, quince","white chocolate, cupcake, orchid, jasmine","musk, orris root, woodsy notes",james krivda,,sweet,fruity,tropical,fresh,chocolate,Active
https://www.fragrantica.com/perfume/burberry/burberry-brit-sheer-1793.html,burberry-brit-sheer,burberry,UK,women,"3,93",2408,2007.0,"litchi, yuzu, pineapple leaf, mandarin orange","peony, peach blossom, pear","white musk, white woods",emilie bevierre-coppermann,,fruity,citrus,fresh,floral,sweet,Active
https://www.fragrantica.com/perfume/byredo/black-saffron-16220.html,black-saffron,byredo,Sweden,unisex,"3,93",3174,2012.0,"saffron, juniper berries, chinese grapefruit","leather, black violet","raspberry, cashmeran, vetiver",unknown,,leather,fruity,woody,aromatic,warm spicy,Active
https://www.fragrantica.com/perfume/cacharel/yes-i-am-48112.html,yes-i-am,cacharel,France,women,"3,93",3557,2018.0,"raspberry, mandarin orange, bergamot, lemon","gardenia, ginger flower, amber, jasmine, orange blossom, rose","milk, caramel, vanilla, cardamom, licorice, coumarin, benzoin, sandalwood, amberwood",christophe raynaud,honorine blanc,sweet,warm spicy,vanilla,lactonic,fruity,Active
https://www.fragrantica.com/perfume/chanel/chance-eau-de-toilette-610.html,chance-eau-de-toilette,chanel,France,women,"3,93",11921,2002.0,"patchouli, pink pepper, pineapple, hiacynth, iris","lemon, jasmine, rose","patchouli, musk, vetiver, vanilla",jacques polge,,patchouli,woody,sweet,earthy,citrus,Active
https://www.fragrantica.com/perfume/chloe/nomade-48434.html,nomade,chloe,France,women,"3,93",8142,2018.0,"mirabelle, bergamot, lemon, orange","freesia, peach, jasmine, rose","oakmoss, patchouli, amberwood, white musk, sandalwood",quentin bisch,,woody,citrus,fruity,mossy,earthy,Active
https://www.fragrantica.com/perfume/dior/poison-girl-35561.html,poison-girl,dior,France,women,"3,93",8624,2016.0,"bitter orange, lemon","damask rose, grasse rose, orange blossom","vanilla, almond, tonka bean, tolu balsam, sandalwood, cashmeran, heliotrope",françois demachy,,vanilla,sweet,almond,powdery,citrus,Active
https://www.fragrantica.com/perfume/dolce-gabbana/dolce-garden-48151.html,dolce-garden,dolce-gabbana,Italy,women,"3,93",3692,2018.0,"magnolia, neroli, mandarin orange","coconut, frangipani, ylang-ylang","vanilla absolute, almond milk, sandalwood",violaine collas,,floral,coconut,vanilla,sweet,tropical,Active
https://www.fragrantica.com/perfume/dolce-gabbana/the-one-desire-17124.html,the-one-desire,dolce-gabbana,Italy,women,"3,93",2737,2013.0,"litchi, mandarin orange, lily-of-the-valley, bergamot",tuberose,"caramel, vanila, amber, sandalwood",givaudan,,caramel,vanilla,white floral,tuberose,fruity,Active
https://www.fragrantica.com/perfume/estee-lauder/sensuous-2938.html,sensuous,estee-lauder,France,women,"3,93",5685,2008.0,"lily, jasmine, magnolia","woodsy notes, amber, ylang-ylang","sandalwood, white honey, pepper, mandarin orange",annie buzantian,,woody,honey,amber,warm spicy,powdery,Active
https://www.fragrantica.com/perfume/amouage/ciel-pour-femme-5466.html,ciel-pour-femme,amouage,Oman,women,"3,93",2586,2003.0,"cyclamen, gardenia, violet leaf","water lily, jasmine, peach blossom, rose","musk, sandalwood, incense, cedar, amber",lucas sieuzac,,floral,white floral,aquatic,fresh,powdery,Active
https://www.fragrantica.com/perfume/gucci/flora-by-gucci-eau-de-parfum-7610.html,flora-by-gucci-eau-de-parfum,gucci,Italy,women,"3,93",3881,2010.0,"peony, citruses, mandarin orange","osmanthus, rose","sandalwood, pink pepper, patchouli",unknown,,floral,citrus,fresh,rose,fruity,Active
https://www.fragrantica.com/perfume/jo-malone-london/nectarine-blossom-honey-3782.html,nectarine-blossom-honey,jo-malone-london,UK,unisex,"3,93",3743,2005.0,"green notes, black currant, petitgrain","nectarine, black locust","peach, plum, vetiver",jo malone,,fruity,sweet,green,powdery,fresh,Active
https://www.fragrantica.com/perfume/maison-francis-kurkdjian/amyris-femme-15565.html,amyris-femme,maison-francis-kurkdjian,France,women,"3,93",2550,2012.0,"lemon blossom, california orange","amyris, iris","vetiver, musk, amber",francis kurkdjian,,woody,aromatic,citrus,iris,powdery,Active
https://www.fragrantica.com/perfume/prada/prada-la-femme-39030.html,prada-la-femme,prada,Italy,women,"3,93",2897,2016.0,"magnolia, bergamot, carrot seeds","frangipani, tuberose, ylang-ylang, iris, spices","beeswax, vanilla, vetiver",daniela (roche) andrier,,floral,tuberose,beeswax,tropical,white floral,Active
https://www.fragrantica.com/perfume/ralph-lauren/romance-825.html,romance,ralph-lauren,USA,women,"3,93",5174,1998.0,"rose, chamomile, ginger, lemon, yellow freesia","lily, lotus, white violet, carnation","white musk, oakmoss, exotic woods, patchouli",harry fremont,,floral,warm spicy,rose,citrus,herbal,Active
https://www.fragrantica.com/perfume/valentino/valentina-12770.html,valentina,valentino,Italy,women,"3,93",5729,2011.0,"truffle, bergamot","strawberry, jasmine, tuberose, african orange flower","vanille, amber, virginia cedar",alberto morillas,olivier cresp,white floral,earthy,sweet,fruity,vanilla,Active
https://www.fragrantica.com/perfume/yves-saint-laurent/black-opium-25324.html,black-opium,yves-saint-laurent,France,women,"3,93",25669,2014.0,"pear, pink pepper, orange blossom","coffee, jasmine, bitter almond, licorice","vanilla, patchouli, cashmere wood, cedar",unknown,,vanilla,coffee,sweet,warm spicy,white floral,Active
https://www.fragrantica.com/perfume/yves-saint-laurent/libre-56077.html,libre,yves-saint-laurent,France,women,"3,93",14331,2019.0,"lavender, mandarin orange, black currant, petitgrain","lavender, orange blossom, jasmine","madagascar vanilla, musk, cedar, ambergris",anne flipo,carlos benaim,white floral,citrus,lavender,vanilla,aromatic,Active
https://www.fragrantica.com/perfume/burberry/burberry-brit-for-men-1115.html,burberry-brit-for-men,burberry,UK,men,"3,94",3524,2004.0,"ginger, cardamom, bergamot, green mandarin","wild rose, nutmeg, cedar, spicy notes","tonka bean, gray musk, cedar, oriental woodsy notes, patchouli",antoine maisondieu,,warm spicy,rose,woody,citrus,fresh spicy,Active
https://www.fragrantica.com/perfume/bvlgari/mon-jasmin-noir-11512.html,mon-jasmin-noir,bvlgari,Italy,women,"3,94",3304,2011.0,"lily-of-the-valley, citron","jasmine, jasmine sambac","nougat, musk, virginia cedar, patchouli",olivier polge,sophie labbé,white floral,sweet,woody,musky,fresh,Active
https://www.fragrantica.com/perfume/byredo/mojave-ghost-27040.html,mojave-ghost,byredo,Sweden,unisex,"3,94",5971,2014.0,"sapodilla, ambrette (musk mallow)","magnolia, violet, sandalwood","ambergris, cedar",unknown,,floral,woody,powdery,violet,fruity,Active
https://www.fragrantica.com/perfume/carolina-herrera/212-sexy-men-1054.html,212-sexy-men,carolina-herrera,USA,men,"3,94",2732,2006.0,"mandarin orange, bergamot, green notes","pepper, flowers, cardamom","vanilla, guaiac wood, sandalwood, amber, musk",alberto morillas,rosendo mateu,vanilla,woody,powdery,warm spicy,fresh spicy,Active
https://www.fragrantica.com/perfume/cartier/la-panthere-23295.html,la-panthere,cartier,France,women,"3,94",6114,2014.0,"dried fruits, rhubarb, big strawberry, anise, bergamot","gardenia, rose, ylang-ylang, pear, orange blossom","oakmoss, musk, patchouli, leather",mathilde laurent,,fruity,white floral,sweet,mossy,earthy,Active
https://www.fragrantica.com/perfume/dior/miss-dior-eau-de-parfum-2017-45202.html,miss-dior-eau-de-parfum-2017,dior,France,women,"3,94",3297,2017.0,"pink pepper, blood orange, sweet orange, mandarin orange, calabrian bergamot, lemon","grasse rose, damask rose, jasmine leaf","patchouli, palisander rosewood",françois demachy,,citrus,woody,rose,patchouli,sweet,Active
https://www.fragrantica.com/perfume/dior/poison-218.html,poison,dior,France,women,"3,94",14700,1985.0,"plum, wild berries, coriander, anise, brazilian rosewood","tuberose, incense, white honey, cinnamon, opoponax, carnation, jasmine, african orange flower, rose","vanille, amber, sandalwood, heliotrope, musk, vetiver, virginia cedar",edouard fléchier,maurice roger,fruity,sweet,amber,white floral,woody,Active
https://www.fragrantica.com/perfume/dolce-gabbana/the-only-one-51249.html,the-only-one,dolce-gabbana,Italy,women,"3,94",5345,2018.0,"violet, orange, bergamot","coffee, pear, iris, orange blossom, rose","caramel, vanilla, patchouli",unknown,,caramel,sweet,powdery,vanilla,violet,Active
https://www.fragrantica.com/perfume/estee-lauder/sensuous-nude-12219.html,sensuous-nude,estee-lauder,France,women,"3,94",3191,2011.0,"pink pepper, pepper, bergamot, mandarin orange","coconut, musk, white honey, jasmine, lily-of-the-valley","sandalwood, vanille, musk, woodsy notes, heliotrope, amber",unknown,,woody,powdery,vanilla,coconut,sweet,Active
https://www.fragrantica.com/perfume/hermes/kelly-caleche-1335.html,kelly-caleche,hermes,France,women,"3,94",4230,2007.0,"grapefruit, narcissus, lily-of-the-valley","rose, mimosa, tuberose","leather, iris",jean-claude ellena,,leather,rose,citrus,animalic,iris,Active
https://www.fragrantica.com/perfume/jimmy-choo/jimmy-choo-fever-49615.html,jimmy-choo-fever,jimmy-choo,UK,women,"3,94",2436,2018.0,"plum, litchi, grapefruit","heliotrope, vanilla orchid, jasmine, orange blossom","tonka bean, vanilla, benzoin, coffee, hazelnut, sandalwood",honorine blanc,nathalie lorson,vanilla,sweet,fruity,amber,warm spicy,Active
https://www.fragrantica.com/perfume/kayali-fragrances/lovefest-burning-cherry-48-eau-de-parfum-75661.html,lovefest-burning-cherry-48-eau-de-parfum,kayali-fragrances,UAE,unisex,"3,94",2428,2022.0,"burning cherry, raspberry, bergamot","praline, heliotrope, damask rose, jasmine sambac","palo santo, tonka bean, guaiac wood, ambrettolide, peru balsam, patchouli, haitian vetiver",gabriela chelariu,philippine courtière,woody,sweet,amber,vanilla,aromatic,Active
https://www.fragrantica.com/perfume/lancome/miracle-184.html,miracle,lancome,France,women,"3,94",13332,2000.0,"litchi, freesia","magnolia, pepper, ginger, mandarin orange, jasmine","jasmine, musk, amber",unknown,,floral,citrus,warm spicy,fresh spicy,fruity,Active
https://www.fragrantica.com/perfume/serge-lutens/jeux-de-peau-11350.html,jeux-de-peau,serge-lutens,France,unisex,"3,94",3229,2011.0,"wheat, milk","licorice, coconut, immortelle","sandalwood, apricot, spices, woody notes, osmanthus, amber",unknown,,lactonic,woody,sweet,warm spicy,soft spicy,Active
https://www.fragrantica.com/perfume/versace/versace-pour-femme-1336.html,versace-pour-femme,versace,Italy,women,"3,94",2901,2007.0,"lilac, guava, wisteria, black currant, dew drop","jasmine, lotus, orchid, rhododendron","musk, cashmere wood, bourbon vetiver, atlas cedar",iff,,floral,fresh,fruity,white floral,woody,Active
https://www.fragrantica.com/perfume/lacoste-fragrances/essential-787.html,essential,lacoste-fragrances,France,men,"3,94",2804,2005.0,"bergamot, cassia, tomato leaf, tangerine","rose, pepper","sandalwood, patchouli",laurent bruyere,,aromatic,citrus,fresh spicy,green,woody,Active
